coach,year,actual_decision,predicted_go_rate,fourth_down_phat_var_sum,fourth_down_plays,fourth_down_aggression,actual_pass,predicted_pass_rate,pass_heavy_phat_var_sum,run_pass_plays,pass_heavy_aggression,actual_beyond,predicted_beyond_rate,deep_pass_phat_var_sum,pass_plays,deep_pass_aggression,actual_two_point,predicted_two_point_rate,two_point_phat_var_sum,conversion_attempts,two_point_aggression,fourth_down_aggression_reliability,pass_heavy_aggression_reliability,deep_pass_aggression_reliability,two_point_aggression_reliability,composite_aggression,fourth_down_aggression_zscore,pass_heavy_aggression_zscore,deep_pass_aggression_zscore,two_point_aggression_zscore,composite_aggression_zscore,total_plays,coach_war,season_number,annual_war,annual_games,cumulative_war,cumulative_games,win_pct,predicted_impact,predicted_replacement,total_seasons,Background,Offensive_Years,Defensive_Years,era
Tony Dungy,2007,0.1530612244897959,0.1832462606713789,3.760839559194904,98,-0.030185036181583,0.5883424408014571,0.5463468592931162,203.72723723863783,1098,0.0419955815083409,0.3767361111111111,0.3739609226692835,112.90995205360797,576,0.0027751884418276,0.0526315789473684,0.0517739665461592,0.400271205958585,57,0.0008576124012091,0.5733169042618742,0.9218437813732124,0.7497492658614001,0.8861236652770539,0.0077445416655025,-1.0741928722129543,0.931970390496204,0.0431228785955873,-0.2091255140286539,0.2524096533286715,1829,Tony Dungy,12,0.04447603225708,0.71161651611328,0.0320514142513274,0.5128226280212396,0.8125,0.026450157,0.76802397,13,Defensive,0,16,Early (2006-2011)
Brian Billick,2007,0.1897810218978102,0.1795481464858339,4.124478232148238,137,0.0102328754119763,0.5967894239848914,0.634311778235185,179.87643945936648,1059,-0.0375223542502936,0.4246823956442831,0.3900088422285597,108.81044682845528,551,0.0346735534157234,0.0714285714285714,0.0294781614525488,0.678148203532368,28,0.0419504099760225,0.7053958707110384,0.9255215403153814,0.7399123515393602,0.5256839749555153,0.0069733933620715,0.228896205761633,-0.7676857713175875,0.8659723169315326,0.6715364047246268,0.2145248322553309,1775,Brian Billick,9,-0.1312612891197204,-2.1001806259155265,-0.1464607417583464,-2.3433718681335423,0.3125,-0.0034792125,0.4437613,9,Offensive,15,0,Early (2006-2011)
Rod Marinelli,2007,0.1196581196581196,0.1499529867668955,5.019759812718324,117,-0.0302948671087758,0.6851664984863775,0.6177568230242304,172.22747115162016,991,0.067409675462147,0.3979238754325259,0.3914214121739822,116.13571307263068,578,0.0065024632585437,0.027027027027027,0.0816494104489007,1.092752099786738,37,-0.0546223834218737,0.5892994497825133,0.919128903344831,0.7457436828394776,0.5456635088197993,0.0068393881560112,-1.0777338637190976,1.4751839557554205,0.1392715680963949,-1.398120239564861,0.2079414510407145,1723,Rod Marinelli,2,-0.0539886951446533,-0.8638191223144528,-0.2702782750129699,-4.324452400207519,0.4375,-0.0677731,0.4914887,3,Defensive,1,32,Early (2006-2011)
Joe Gibbs,2007,0.1549295774647887,0.1864382041444995,4.608677069793622,142,-0.0315086266797107,0.5611888111888111,0.6003457790719332,200.3291091755788,1144,-0.039156967883122,0.3905429071803853,0.3869024897599692,115.10369130216267,571,0.003640417420416,0.1351351351351351,0.0368638579163686,0.3737094702120779,37,0.0982712772187664,0.6971615321579089,0.9286786941627332,0.7428043899542415,0.7783609811525655,0.0066297313103073,-1.1168659410039714,-0.8026248213157515,0.0654423040472099,1.87855189014011,0.1976414710615662,1894,Joe Gibbs,16,0.04111909866333,0.65790557861328,0.8468074974536888,13.54891995925902,0.5625,0.03422147,0.5213809,16,Offensive,17,0,Early (2006-2011)
Wade Phillips,2007,0.1403508771929824,0.1120934790005377,3.715154812618781,114,0.0282573981924446,0.5977549111318989,0.5868641379732774,187.92961555425248,1069,0.0108907731586215,0.3798586572438162,0.3911811811232424,112.64198185244256,566,-0.0113225238794262,0.0178571428571428,0.0225171661555967,0.2646347736632632,56,-0.0046600232984539,0.6479592474767951,0.923779802339719,0.7435732916803381,0.9190966428323176,0.0048442175061521,0.8100137807398329,0.2671206472369042,-0.3205413617144918,-0.3273742566069682,0.1099231026317397,1805,Wade Phillips,6,0.1667616367340088,2.6681861877441406,0.0687745809555054,1.1003932952880864,0.8125,0.019055843,0.64573836,9,Defensive,0,39,Early (2006-2011)
Gary Kubiak,2007,0.1782178217821782,0.1634171528735666,4.775766309695709,101,0.0148006689086115,0.5899280575539568,0.6134321705073517,169.2785819218768,973,-0.0235041129533948,0.3912213740458015,0.3827473435936824,103.74527627799084,524,0.008474030452119,0.0697674418604651,0.0415060900725007,0.6928147115912239,43,0.0282613517879643,0.5291645826719156,0.9176758200175638,0.7296200095651764,0.7189826625169277,0.004408678555483,0.3761636320394736,-0.4680528649706775,0.1901300669317648,0.3781654745057103,0.0885260313509575,1641,Gary Kubiak,2,0.1923043429851532,3.076869487762451,0.1541094481945037,2.4657511711120605,0.5,-0.0018664598,0.30769566,10,Offensive,16,0,Early (2006-2011)
Ken Whisenhunt,2007,0.125,0.1216930353275209,4.571804056571649,128,0.003306964672479,0.6215177713736791,0.6174003062394021,181.8118108971001,1041,0.004117465134277,0.393526405451448,0.3869656533763386,115.86043595392364,587,0.0065607520751094,0.0204081632653061,0.0270851540403132,0.373803479920479,49,-0.0066769907750071,0.6534540860632485,0.9223604352048118,0.7520012150646063,0.8602891506882653,0.0016148425169715,0.0056021689390091,0.1223445711276868,0.1407751849749284,-0.3705999933003751,-0.048728992042511,1805,Ken Whisenhunt,1,0.0800531208515167,1.2808499336242671,0.0800531208515167,1.2808499336242671,0.5,-0.008985996,0.41994688,8,Offensive,16,0,Early (2006-2011)
Marvin Lewis,2007,0.1214953271028037,0.1600179522325204,3.800658200515601,107,-0.0385226251297167,0.603128054740958,0.6053115229103223,177.17477393564434,1023,-0.0021834681693643,0.4335664335664335,0.3927490782657896,111.80496084655483,572,0.0408173553006439,0.073170731707317,0.0784776775831787,1.136839370147471,41,-0.0053069458758616,0.6131535906127703,0.921709930314049,0.7489787156431562,0.5863556967521295,0.0006364586110276,-1.3429999596302544,-0.0123347312528311,1.024457679249987,-0.3412384885874634,-0.0967948427391996,1743,Marvin Lewis,5,-0.135157823562622,-2.162525177001952,-0.306692838668823,-4.907085418701168,0.4375,-0.059368968,0.5726578,16,Defensive,0,23,Early (2006-2011)
Andy Reid,2007,0.1271186440677966,0.1493509293318272,3.222265684767016,118,-0.0222322852640306,0.6376537369914853,0.5879594022187853,188.94639913246803,1057,0.0496943347727,0.3625218914185639,0.391140874144097,112.34419264618616,571,-0.028618982725533,0.0526315789473684,0.0682782471148081,0.5135042345421411,38,-0.0156466681674397,0.6945310689986606,0.921786655876592,0.7474129484518397,0.7294230368911194,-0.0007877644906641,-0.817793111514625,1.0965273963995057,-0.7667203887074732,-0.5628296240193902,-0.1667637931162495,1784,Andy Reid,9,0.0277318358421325,0.44370937347412,0.1119543015956879,1.7912688255310063,0.5,0.025233984,0.47226816,26,Offensive,16,0,Early (2006-2011)
Mike Holmgren,2007,0.1013513513513513,0.1285576204170933,5.193674114525524,148,-0.0272062690657419,0.6203071672354948,0.5753833245261137,207.0025465360798,1172,0.0449238427093811,0.3843797856049004,0.3949441345832514,131.98669614475972,653,-0.010564348978351,0.02,0.0407530782529465,0.4051526386739743,50,-0.0207530782529465,0.68935112324351,0.9297045501482056,0.7671171356019878,0.8553959776665943,-0.0008776503413813,-0.9781562700867608,0.9945605111559666,-0.3009835006134387,-0.6722653687057009,-0.1711796873823662,2023,Mike Holmgren,16,-0.0965681672096252,-1.5450906753540032,0.7471452355384824,11.95432376861572,0.625,0.018165112,0.72156817,17,Offensive,15,0,Early (2006-2011)
Mike Nolan,2007,0.125,0.128911587768375,5.0510429303996425,152,-0.003911587768375,0.6437768240343348,0.6700876936828118,153.35963046944585,932,-0.026310869648477,0.3668639053254438,0.3817145271031288,100.7403744027416,507,-0.014850621777685,0.0434782608695652,0.0087576420356605,0.1940340856139214,23,0.0347206188339046,0.7064637215313497,0.918627017157458,0.7223455222356364,0.7232695061085462,-0.0040864175260304,-0.2271267493449007,-0.5280458875006999,-0.4115520883254732,0.5165943682811034,-0.3288193659183543,1614,Mike Nolan,3,-0.0816024243831634,-1.3056387901306143,-0.2340479791164397,-3.7447676658630353,0.3125,-0.05866608,0.39410242,4,Defensive,1,33,Early (2006-2011)
Tom Coughlin,2007,0.1388888888888889,0.1437867118562508,5.132168380181801,144,-0.0048978229673619,0.5653495440729484,0.5909975746605477,229.6645374086239,1316,-0.0256480305875993,0.4112291350531107,0.3695031929843724,128.51347799948792,659,0.0417259420687383,0.0185185185185185,0.0417807099180141,0.6236761828032092,54,-0.0232621913994956,0.6800937467959652,0.9376165727507092,0.775052558835118,0.8175923783539293,-0.0043790136629668,-0.2589233530150086,-0.5138780336276905,1.0478955611733332,-0.7260383052887122,-0.3431939709654829,2173,Tom Coughlin,12,0.1157039999961853,1.8512639999389648,-0.0363318920135497,-0.5813102722167955,0.625,0.0031032562,0.509296,20,Offensive,17,0,Early (2006-2011)
Norv Turner,2007,0.1007194244604316,0.0929635878441324,3.17171994857744,139,0.0077558366162991,0.5221843003412969,0.5817332367135415,202.3492041161525,1172,-0.0595489363722445,0.4153297682709447,0.3758474325191602,109.65471482803343,561,0.0394823357517845,0.0185185185185185,0.0255926365049432,0.9431921713545242,54,-0.0070741179864247,0.7621998486887845,0.9311760096592916,0.7453105694951108,0.747718545158244,-0.0079719592253096,0.1490355184301141,-1.238492963054909,0.9900195478020124,-0.3791108475774392,-0.5197074887285206,1926,Norv Turner,10,-0.0229716300964355,-0.367546081542968,-0.826782557058334,-13.228520912933345,0.6875,-0.0572989,0.71047163,15,Offensive,27,1,Early (2006-2011)
Eric Mangini,2007,0.2030075187969924,0.1842936991530339,4.925220101282593,133,0.0187138196439585,0.5786407766990291,0.6411725556197604,169.8762126418454,1030,-0.0625317789207312,0.3557312252964427,0.3771135408835157,97.25187240708688,506,-0.021382315587073,0.0769230769230769,0.0401776109889537,0.0689937896390358,26,0.0367454659341232,0.6539468281676547,0.9256364107456444,0.7285780001129031,0.9037809641498572,-0.0087214148713799,0.502325122889767,-1.3022497327558282,-0.5800435011874044,0.5599889736061371,-0.5565265972287309,1695,Eric Mangini,2,-0.13040092587471,-2.08641481399536,-0.1037172377109527,-1.6594758033752433,0.25,-0.043635726,0.38040093,5,Defensive,2,10,Early (2006-2011)
Mike Tomlin,2007,0.1196581196581196,0.1455044471305968,3.1696780424803954,117,-0.0258463274724771,0.5343866171003717,0.5920751692690855,190.18679064913547,1076,-0.0576885521687138,0.4481327800829875,0.3842814778457283,93.5239960089814,482,0.0638513022372592,0.08,0.0835100525350026,0.4549714216623812,50,-0.0035100525350026,0.6944108350711661,0.9238582357982164,0.7169375036524925,0.8404519485758515,-0.0089482703921241,-0.9343112279508088,-1.1987281798685103,1.618640807913933,-0.3027291723386748,-0.5676715103079075,1725,Mike Tomlin,1,0.0356790423393249,0.5708646774291984,0.0356790423393249,0.5708646774291984,0.625,0.01962328,0.58932096,18,Defensive,2,9,Early (2006-2011)
Romeo Crennel,2007,0.1304347826086956,0.142431723208147,4.115210912753254,115,-0.0119969405994513,0.5834970530451866,0.6089577206587949,174.58524486159374,1018,-0.0254606676136083,0.3929236499068901,0.3771356225904198,105.11475780858068,537,0.0157880273164703,0.0652173913043478,0.0826009581951043,1.1097423533874755,46,-0.0173835668907565,0.628381221644905,0.9220645414719656,0.7366432780996629,0.646384160438598,-0.0104385985439708,-0.487801646942168,-0.5098732436365844,0.3788017501590214,-0.6000531924457415,-0.6408880564924284,1716,Romeo Crennel,3,-0.0133188366889953,-0.2131013870239248,-0.1877764165401457,-3.004422664642332,0.625,-0.04337573,0.63831884,5,Defensive,0,32,Early (2006-2011)
Lovie Smith,2007,0.1184210526315789,0.1215030569717148,4.678468133018684,152,-0.0030820043401359,0.6047846889952153,0.6338867637177297,175.9839090293291,1045,-0.0291020747225143,0.3637992831541218,0.3713647907552358,108.89746660728804,558,-0.0075655076011139,0.0294117647058823,0.031530323374762,0.383006269879373,34,-0.0021185586688796,0.722098459848403,0.9251942315081229,0.7445896778706544,0.7431590238705504,-0.011597361101998,-0.2003806592579653,-0.5877065018981035,-0.2236254622018315,-0.2729079936797568,-0.6978155138725832,1789,Lovie Smith,4,-0.0330513417720794,-0.5288214683532704,0.1071375012397766,1.714200019836427,0.4375,-0.002314061,0.47055134,12,Defensive,0,22,Early (2006-2011)
Jeff Fisher,2007,0.09375,0.0979120060040159,3.489815625392951,128,-0.0041620060040159,0.5353260869565217,0.5898871793794662,196.71236238427147,1104,-0.0545610924229444,0.4224489795918367,0.3896490515361935,99.11496725157008,490,0.0327999280556431,0.0,0.0182734111120745,0.4077092910014795,28,-0.0182734111120745,0.7118356208282988,0.9250900814184556,0.7118079620140281,0.6483143295022177,-0.0139925199650461,-0.2352003299660558,-1.1318802898043594,0.8176403232241539,-0.6191234910281325,-0.8154844039746265,1750,Jeff Fisher,13,0.0638285279273986,1.0212564468383776,0.2018505930900574,3.2296094894409184,0.625,0.01150167,0.5611715,21,Defensive,0,9,Early (2006-2011)
Mike Shanahan,2007,0.2142857142857142,0.1759528974148492,3.4269138786171074,112,0.038332816870865,0.5778894472361809,0.6138240217806855,180.06785626547676,995,-0.0359345745445046,0.3549019607843137,0.3735021788961531,99.0884518679751,510,-0.0186002181118394,0.0294117647058823,0.0630620201463898,0.7443764229297922,34,-0.0336502554405074,0.6582357425098446,0.9163769536935716,0.7279921479764664,0.5981968132949691,-0.0142608419911869,1.1348491697598542,-0.7337477731188099,-0.5082765831411269,-0.948665455310172,-0.8286664753157063,1651,Mike Shanahan,15,0.0505847930908203,0.8093566894531248,0.3491775393486019,5.586840629577631,0.4375,0.04253769,0.3869152,20,Offensive,17,0,Early (2006-2011)
Bobby Petrino,2007,0.1181818181818181,0.1356000256615433,3.114614867667369,110,-0.0174182074797251,0.632446134347275,0.6407063884474101,132.67170530954678,789,-0.008260254100135,0.2824074074074074,0.3640362619789096,84.89175781040134,432,-0.0816288545715022,0.0625,0.0097607119805616,0.1507594269248109,16,0.0527392880194383,0.6714961091127092,0.9034021986851942,0.69149651060216,0.6194643565537731,-0.0148775621559496,-0.662585384694612,-0.1422229954880652,-2.134161739084275,0.9027534208358216,-0.8589645813873947,1347,Bobby Petrino,1,-0.1592690972805023,-2.5483055564880366,-0.1592690972805023,-2.5483055564880366,0.2308,0.013447642,0.3900691,1,Offensive,21,0,Early (2006-2011)
Mike McCarthy,2007,0.0909090909090909,0.1339773436817974,4.06927936959733,121,-0.0430682527727065,0.6212804328223624,0.5796276204209486,199.71684068518235,1109,0.0416528124014138,0.3354430379746835,0.391569138319448,124.57012994080114,632,-0.0561261003447645,0.0,0.023754655265163,0.5992933684785314,56,-0.023754655265163,0.6543508609974183,0.9246648372122646,0.7657668422641188,0.8337908113481133,-0.0165019873369503,-1.4895527502267705,0.9246438720307798,-1.4762933182839004,-0.7365923244465888,-0.9387690198532892,1918,Mike McCarthy,2,0.1585480570793151,2.5367689132690416,0.1893955767154692,3.030329227447507,0.8125,-0.04210955,0.65395194,18,Offensive,14,0,Early (2006-2011)
Jon Gruden,2007,0.1111111111111111,0.1149597881631625,5.749137500005524,135,-0.0038486770520514,0.5898174831892411,0.6079759486426674,178.97780833303332,1041,-0.0181584654534262,0.3071017274472168,0.3840466797807342,102.44976820878163,521,-0.0769449523335173,0.0526315789473684,0.0547020980131109,0.2086509189527172,38,-0.0020705190657425,0.6251824206642956,0.9234780388525426,0.7298335518122929,0.8690167498319404,-0.0245055215879169,-0.2250984835563745,-0.353792319528645,-2.0133359121523795,-0.2718784544034913,-1.3319650648982642,1735,Jon Gruden,10,-0.0764729380607605,-1.223567008972168,-0.4563367366790771,-7.301387786865234,0.5625,0.018152654,0.63897294,15,Offensive,10,0,Early (2006-2011)
John Fox,2007,0.1285714285714285,0.1284129256612621,3.5461717983089143,140,0.0001585029101663,0.56973293768546,0.6308897990732464,168.64449645551954,1011,-0.0611568613877864,0.3658051689860835,0.3835318253653222,97.56275836848162,503,-0.0177266563792387,0.0357142857142857,0.0559469500958584,0.4889532639752765,28,-0.0202326643815727,0.7441250984679024,0.923547629957585,0.7255847229421744,0.6058558421281344,-0.0271692295014091,-0.0959054541204665,-1.2728615571881323,-0.4857422061719476,-0.6611123514968947,-1.462827179546385,1682,John Fox,6,0.1455642282962799,2.3290276527404785,0.0330054461956024,0.5280871391296391,0.4375,0.0063900948,0.29193577,16,Defensive,0,22,Early (2006-2011)
Lane Kiffin,2007,0.1923076923076923,0.1794792476016237,4.726030238115833,130,0.0128284447060685,0.5267175572519084,0.6319311788653997,177.81022341004754,1048,-0.1052136216134913,0.3533487297921478,0.3786052908731328,83.12751480924972,433,-0.025256561080985,0.0666666666666666,0.0738907996628161,0.3050830159876502,30,-0.0072241329961495,0.652962677024135,0.9248758781781924,0.69693619132314,0.7387716756136132,-0.0371231186588022,0.3125783621350163,-2.2145528029778108,-0.6799834426624575,-0.3823258271870776,-1.9518398740357408,1641,Lane Kiffin,1,-0.0818697810173034,-1.3099164962768544,-0.0818697810173034,-1.3099164962768544,0.25,-0.0051445663,0.33186978,2,Offensive,10,1,Early (2006-2011)
Brad Childress,2007,0.1311475409836065,0.1518997007480131,4.078716286744186,122,-0.0207521597644066,0.529351184346035,0.60474597422807,168.99761396953963,971,-0.0753947898820349,0.3546099290780142,0.3840691593635706,84.6078895790675,423,-0.0294592302855564,0.0697674418604651,0.0925601562955286,0.6134603107691285,43,-0.0227927144350635,0.6575430094057059,0.9174902337980156,0.6831676714642143,0.7428945695807186,-0.0399446132738802,-0.7700732938261935,-1.5771901676561924,-0.7883953941002007,-0.7159769196272833,-2.0904537024991305,1559,Brad Childress,2,-0.1491181850433349,-2.3858909606933585,-0.3440412878990172,-5.504660606384276,0.5,-0.040320992,0.6491182,5,Offensive,30,0,Early (2006-2011)
Dick Jauron,2007,0.140625,0.1571675805182941,4.899716944114842,128,-0.0165425805182941,0.5342612419700214,0.6013463500037598,164.5091243277327,934,-0.0670851080337383,0.3257918552036199,0.3696323083760566,85.91794205124927,442,-0.0438404531724366,0.04,0.0636706651938584,0.2671231784507904,25,-0.0236706651938584,0.6376057424334984,0.913563573080739,0.698650072803833,0.6916458299919388,-0.040399936488918,-0.6343548333169238,-1.399574868397925,-1.1593730659883206,-0.734792328785143,-2.112822731200218,1529,Dick Jauron,7,0.0198117792606353,0.3169884681701648,0.0717708468437194,1.1483335494995104,0.4375,-0.027100116,0.41768822,9,Defensive,0,17,Early (2006-2011)
Mike Shanahan,2008,0.1428571428571428,0.1501118527199728,3.1706851355694723,91,-0.00725470986283,0.6602687140115163,0.6181750003151925,185.4464618679469,1042,0.0420937136963238,0.4301948051948052,0.3901179439930564,122.95894496918427,616,0.0400768612017488,0.0476190476190476,0.0227015079051073,0.7099175999640117,42,0.0249175397139402,0.5788064402730995,0.921070763071015,0.7588333848024407,0.7043238647144123,0.0278545172610578,-0.3349102966846887,0.9340679170024722,1.0053559116871171,0.3065040610500018,1.2403685502582809,1791,Mike Shanahan,16,0.120542287826538,1.928676605224608,0.4697198271751399,7.515517234802239,0.5,0.018546045,0.3794577,20,Offensive,17,0,Early (2006-2011)
